"UNSPSC_v5_0301";"Translation_German_5_0301";"English_Titles_ 5_0301"
42312400;"Wundeverpackungsprodukten";"Wound packing products"
42312401;"Kalkiumalginat Wundeverpackungsprodukten";"Calcium alginate wound packing"
42312402;"Nasenschiene oder Stent";"Nasal splints or stents"
42312403;"Packstreifen für Wundepflege";"Packing strips for wound care "
"43000000";"Kommunikation und Computer Ausstattung und Peripheriegerät und Komponenten und Bedarf";"Communications and Computer Equipment and Peripherals and Components and Supplies"
"43160000";"Software";"Software"
"43161500";"Datenbank Systeme";"Database systems"
"43161501";"Datenbank Software ";"Database software"
"43161600";"Betriebssystem";"Operating systems"
"43161601";"Großrechner Betriebssystemsoftware";"Mainframe operating system software"
"43161602";"PC Betriebssystemsoftware";"Personal computer (PC) operating system software"
"43161700";"Geschäftstransaktion und Eigene Geschäft Software";"Business transaction and personal business software"
"43161701";"Effektenverwaltungssoftware";"Investment management software"
"43161702";"Steueraufbereitungssoftware";"Tax preparation software"
"43161703";"Einrichtungsverwaltungssoftware";"Facilities management software"
"43161704";"Software-Programmpakete";"Software suites"
"43161705";"Lagerverwaltungssoftware";"Inventory management software"
"43161706";"Finanzanalysesoftware";"Financial analysis software"
"43161707";"Buchungssoftware";"Accounting software"
"43161708";"Humanvermögensrechnung Software";"Time accounting or human resources software"
"43161709";"Analytisch oder Wissenschaftlich Software";"Analytical or scientific software"
"43161710";"Mathematisch oder Vorhersage Software";"Mathematical or forecasting software"
"43161711";"Versteigerung Software";"Auction software"
"43161712";"Beschaffung Software";"Procurement software"
"43161800";"Belegerstellungssoftware";"Document creation software"
"43161801";"Dokumentverwaltungssoftware";"Document management software"
"43161802";"Elektronische Verlagssoftware";"Electronic publishing software"
"43161803";"Optische Zeichenerkennungssoftware";"Optical character reader (OCR) software"
"43161804";"Spracherkennungssoftware";"Voice recognition software"
"43161805";"Schreibtischverlag Software";"Desktop publishing software"
"43161806";"Vorstellungssoftware";"Presentation software"
"43161807";"Textverarbeitungssoftware";"Word processing software"
"43161808";"Scanner software";"Scanner software"
"43161900";"Zeichnung und Darstellungssoftware";"Drawing and imaging software"
"43161901";"CAD software";"Computer aided design (CAD) software"
"43161902";"Grafik Software";"Graphics software"
"43161904";"Computergeschützte Herstellungssoftware";"Computer aided manufacturing (CAM) software"
"43161905";"Schematische Darstellungssoftware";"Charting software"
"43161906";"Formenbau Software";"Form making software"
"43161907";"Pfad Software";"Mapping software"
"43162000";"Terminplanung und Produktivitätssoftware";"Scheduling and productivity software"
"43162001";"Projektmanagement Software";"Project management software"
"43162002";"Terminplanung Software";"Scheduling software"
"43162003";"Verbindungsverwaltung Software";"Contact management software"
"43162100";"Tabellenkalkulations und Förderung Software";"Spreadsheets and enhancement software"
"43162101";"Tabellenkalkulationssoftware";"Spreadsheet software"
"43162200";"Multimedia Software";"Multimedia software"
"43162201";"Musik oder Tonbearbeitungssoftware";"Music or sound editing software"
"43162300";"Druckerei Software";"Print shop software"
"43162301";"Adressbuchbau Software";"Address book making software"
"43162302";"Software für die Erstellung von Etiketten";"Label making software"
"43162400";"Progammiersprachen und Werkzeugen";"Programming languages and tools"
"43162401";"Übersetzungssoftware";"Compiling softwares"
"43162402";"Konfigurationsmanagement Software";"Configuration management software"
"43162403";"Entwicklungssoftware";"Development software"
"43162404";"Grafische Benutzeroberfläche Werkzeuge";"Graphical user interface (GUI) tools"
"43162405";"Progammiersprachen und Werkzeugen";"Programming languages"
"43162406";"Programme Prüfungssoftware ";"Program testing software"
"43162500";"Software Dienstleistungen";"Software utilities"
"43162501";"Sicherungskopie Software";"Backup or recovery software"
"43162502";"Strichkodierung Software";"Bar coding software"
"43162503";"Dateischutz oder Datenschutz Software";"File security or data security software"
"43162504";"Fremdsprache Übersetzungssoftware";"Foreign language translation software"
"43162505";"Druckdienstleistungssoftware";"Print utility software"
"43162506";"Speichermedien Software";"Storage media loading software"
"43162507";"Virusschutz Software";"Virus protection software"
"43162508";"Generalnutzen Software";"General utility software"
"43162509";"Kompressionsdienstleistungen";"Compression utilities"
"43162510";"Systemverwaltung Software";"System management software"
"43162511";"Speicherungsverwaltung Software";"Storage management software"
"43162600";"Vernetzung Software";"Networking software"
"43162601";"Plattform Zusammenschaltung Software";"Platform interconnectivity software"
"43162602";"Serversoftware für optische Plattenspeicher";"Optical jukebox server software"
"43162603";"Betriebsystem Anreicherung Software";"Operating system enhancement software"
"43162604";"Netz Betriebssystem Software";"Network operating system software"
"43162605";"Netzentwickler Software";"Networking developers software"
"43162606";"Netzverbundenheit Emulation Software";"Network connectivity terminal emulation software"
"43162607";"Großrechner Dialogverarbeitung Software";"Mainframe transaction processing software"
"43162608";"Genehmigungsverwaltung Software";"License management software"
"43162609";"Gateway Software";"Gateway software"
"43162610";"CD Server Software ";"Compact disc (CD) server software"
"43162611";"Verwaltung Software";"Administration software"
"43162612";"Transaktion server Software";"Transaction server software"
"43162613";"Umschaltung oder Vermittlungsknoten Software";"Switch or router software"
"43162614";"Muliplexer Software";"Multiplexer software"
"43162615";"Kommunikation Server Software";"Communications server software"
"43162616";"Brücken Software";"Bridge software"
"43162700";"Kommunikation Software";"Communication Software"
"43162701";"Schreibtisch Kommunikation Software";"Desktop communications software"
"43162703";"Interaktives Sprachausgabe Software";"Interactive voice response software"
"43162704";"Modem Software";"Modem software"
"43162705";"Fernzugriff Software";"Remote access software"
"43162706";"Videokonferenz Software";"Video conferencing software"
"43162707";"Vermittlung Software";"Exchange software"
"43162800";"Internet und Intranet Software";"Internet and intranet software"
"43162801";"Internet Browser software";"Internet browsing software"
"43162900";"Vermischtes Software";"Miscellaneous software"
"43162901";"Computerspiele Software";"Computer game software"
"43162902";"Farbbildschirm ";"Screen savers"
"43162903";"Ausbildungssoftware";"Training software"
"43162904";"Unterhaltungssoftware";"Entertainment software"
"43162905";"Rechnerfamilie";"Family titles"
"43162906";"Bildungssoftware";"Educational software"
"43163000";"Industrie spezifische Software";"Industry specific software"
"43163001";"Kassenterminal Software";"Point of sale (POS) software"
"43163002";"Flugregler Software";"Flight control software"
"43163003";"Luftfahrterdenunterstützung Software";"Aviation ground support software"
"43163004";"Luftfahrt Prüfungssoftware";"Aviation test software"
"43163005";"Industrielle Kontrolle Software";"Industrial control software"
"43170000";"Hardware und Zubehöre ";"Hardware and accessories"
"43171500";"Telephonische Geräte";"Telephony equipment"
"43171501";"Vermittlungskomponenten";"Exchange components (CODEC)"
"43171502";"Vermittlung Dateninterface Karten";"Exchange data interface cards"
"43171503";"Vermittlungs-Datenübertragungsmodule";"Exchange datacom modules"
"43171504";"Telefon Vermittlungsinterface oder Komponenten";"Phone exchange interfaces or components"
"43171505";"Vermittlung Verbindungsinterface oder Kartenkomponenten";"Exchange trunk interface or card components"
"43171506";"Voraussetzung Stellenanlage";"Premise branch exchange (PBX) systems"
"43171507";"Telefon Schaltengeräte";"Telephone switching equipment"
"43171508";"Schaltshrankgeräte";"Switchboard equipment"
"43171509";"Leitungsverteilerblöcke";"Punch down blocks"
"43171510";"Analog oder Digital Telefon";"Analog or digital telephones"
"43171511";"Analog oder Digital Mobiltelefon";"Analog or digital cellular telephones"
"43171512";"Mobiltelefon";"Mobile telephones"
"43171513";"Schnurlose Telefon";"Cordless telephones"
"43171514";"Münztelefon";"Pay telephones"
"43171515";"Anrufbeantworter";"Answering machines"
"43171516";"Telefon Sprechgarnitur";"Telephone headsets"
"43171517";"Sprachspeichersystem";"Voice mail systems"
"43171518";"Anrufverwaltungssystem";"Call management system"
"43171519";"Mobiltelefon Zubehör";"Cellular telephone accessories"
"43171520";"Telefonreste";"Telephone rests"
"43171600";"Antenne";"Antennas"
"43171605";"Luftfahrtzeug Antenne";"Aircraft antennas"
"43171606";"Fahrzeug Antenne";"Automotive antennas"
"43171607";"Rundfunk Antenne";"Broadcast antennas"
"43171608";"Mikrowelle Antenne";"Microwave antennas"
"43171609";"Fernsehantenne";"Television antennas"
"43171610";"Satellitenantenne";"Satellite antennas"
"43171611";"Radio Antenne";"Radio antennas"
"43171612";"Radar Antenne";"Radar antennas"
"43171613";"Kommunikation Antenne";"Communications antennas"
"43171700";"Telekommunikationsgeräte";"Telecommunications equipment"
"43171701";"Drahtlose Basisstation";"Wireless base stations"
"43171702";"Telegrafgeräte";"Telegraph equipment"
"43171703";"Fernschreibergeräte";"Teletype equipment"
"43171704";"Konferenzschaltung Geräte";"Teleconferencing equipment"
"43171705";"Satellitenkommunikation Geräte";"Satellite communication equipment"
"43171706";"Funkempfänger, Piepser";"Pagers or beepers"
"43171707";"Sprechanlage oder Suchanlage";"Intercommunications or paging systems"
"43171708";"Beschallungsgeräte";"Public address equipment"
"43171709";"Elektronische Tongeräte";"Electronic sound equipment"
"43171711";"Leitungsaufbereitungsgeräte";"Line conditioners"
"43171712";"Frequenz Wartungseinheit oder Dienstdateneinheit";"Channel service unit or data service unit (CSU or DSU)"
"43171800";"Rechner ";"Computers"
"43171801";"Heftcomputer";"Notebook computers"
"43171802";"Docking-Stationen";"Docking stations"
"43171803";"Arbeitsplatzsystem oder Schreibtischrechner ";"Workstations or desktop computers"
"43171804";"Palmtop-Computer (PDAs) oder Pen-Computer";"Personal digital assistants (PDAs) or pen based computers"
"43171805";"Großrechner ";"Mainframe computers"
"43171806";"Server";"Servers"
"43171807";"Anschlusskopie";"Port replicators"
"43171808";"Minicomputer";"Minicomputers"
"43171809";"Verkaufsort Terminale";"Point of sale (POS) terminals"
"43171810";"Speicherprogrammierbare Steuerung";"Programmable logic controller (PLC)"
"43171900";"Datenspeicher und Zentraleinheit";"Memory and central processing units (CPUs)"
"43171901";"Cachespeicher Modul";"Cache memory modules"
"43171902";"Zentraleinheitprozessor";"Central processing unit (CPU) processors"
"43171903";"Zentraleinheit Hauptplatine ";"Central processing unit (CPU) motherboards or daughterboards"
"43171904";"Speichermodul";"Memory modules"
"43172000";"Rechnerkontrolle und Interfacekarten und Anschlagtafeln";"Computer control and interface boards and cards"
"43172001";"Parallel auf Kleine Computersystem Interfaceumsetzer ";"Parallel to small computer system interface converters"
"43172002";"Parallel auf Serielle Umsetzer";"Parallel to serial converters"
"43172003";"Serieller Infrarotanschluss";"Serial infrared ports"
"43172004";"Videohärter Karten";"Video accelerator cards"
"43172005";"Graphischhärter Karten ";"Graphic accelerator cards"
"43172006";"Netzinterface Karten";"Network interface cards"
"43172007";"Audio Karten";"Audio cards"
"43172008";"Emulation Adapter";"Emulation adapters"
"43172009";"Serieller Anschlusskarten";"Serial port cards"
"43172010";"Parallel Anschlusskarten";"Parallel port cards"
"43172011";"Computersystem Interface Kontrollerkarten";"Small computer system interface (SCSI) controller cards"
"43172012";"Decodierer";"Decoder"
"43172013";"Speicherprogrammierbare Steuerung Eingangsmodul ";"Programmable logic controller input module"
"43172014";"Speicherprogrammierbare Steuerung Gegenmodul ";"Programmable logic controller counter module"
"43172015";"Kommunikationsmodul für programmierbare logische Steuerungen";"Programmable logic controller communication module"
"43172016";"Drahtlose Netzinterface Karten ";"Wireless network interface cards"
"43172100";"Audio und Videozubehöre";"Audio and visual accessories"
"43172101";"Musikinstrument Digital Interface oder Adapter";"Musical instrument digital interface (MIDI) interfaces or adapters"
"43172102";"Signalprozessor Verbesserungen";"Signal processor upgrades"
"43172103";"Videoeroberung Anschlagtafeln";"Video capture boards"
"43172104";"Fernsehkarten";"Television cards"
"43172105";"Radiokarten";"Radio cards"
"43172106";"Multimedia Ausstattungen";"Multimedia kits"
"43172107";"Computer Sprecher";"Computer speakers"
"43172200";"Eingabegeräte";"Input devices"
"43172202";"Graphiktablett oder Digitalizer";"Graphics tablets or digitizers"
"43172203";"Steuerhebel oder Spielunterlage";"Joysticks or game pads"
"43172204";"Schlüsselbrett oder Tastatur ";"Keyboards or keypads"
"43172205";"Rechner Maus";"Computer mouse"
"43172206";"Fernbenutzerschnittstelle";"Remote user interfaces"
"43172207";"Scanner";"Scanners"
"43172208";"Intergrierte Berührungsfeld";"Touch pads"
"43172210";"Trackball";"Trackballs"
"43172211";"Stimmemikrofon für Computer";"Voice microphones for computers"
"43172212";"Lochkarte Gerät";"Punch card readers"
